Dataset,n,Neighbour,Temperature,T0,Alpha,Best Energy,Iterations
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,1000,0.3,312.061326656556,1000
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,10,0.99,312.0613266565532,142
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,10,0.9,312.06132665655343,128
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,10,0.8,312.06132665655326,178
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,10,0.5,312.06132665655343,190
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,10,0.3,312.06132665655326,135
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,100,0.99,312.0613266565533,339
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,100,0.9,312.0613266565532,150
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,100,0.8,312.06132665655326,244
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,100,0.5,312.0613266565531,164
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,100,0.3,312.0613266565532,188
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,1000,0.99,312.06132665655457,593
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,1000,0.9,312.0613266565534,165
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,1000,0.8,312.06132665655355,169
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,1000,0.5,312.0613266565532,145
nine_normal_groups,9,arbitrary_neighbour,exponentional_temperature,1000,0.3,312.0613266565531,226
nine_normal_groups,18,consecutive_neighbour,linear_temperature,10,0.99,907.0923684298209,159
nine_normal_groups,18,consecutive_neighbour,linear_temperature,10,0.9,842.9438073814836,150
nine_normal_groups,18,consecutive_neighbour,linear_temperature,10,0.8,868.1832131711199,131
nine_normal_groups,18,consecutive_neighbour,linear_temperature,10,0.5,803.0368702919953,164
nine_normal_groups,18,consecutive_neighbour,linear_temperature,10,0.3,858.3358823313482,137
nine_normal_groups,18,consecutive_neighbour,linear_temperature,100,0.99,795.1235064243702,267
nine_normal_groups,18,consecutive_neighbour,linear_temperature,100,0.9,872.4296152966261,230
nine_normal_groups,18,consecutive_neighbour,linear_temperature,100,0.8,824.4531655060682,240
nine_normal_groups,18,consecutive_neighbour,linear_temperature,100,0.5,603.366024033764,332
nine_normal_groups,18,consecutive_neighbour,linear_temperature,100,0.3,519.4421558255412,468
nine_normal_groups,18,consecutive_neighbour,linear_temperature,1000,0.99,677.5763640226476,1000
nine_normal_groups,18,consecutive_neighbour,linear_temperature,1000,0.9,764.6371931728977,1000
nine_normal_groups,18,consecutive_neighbour,linear_temperature,1000,0.8,815.3097730596694,1000
nine_normal_groups,18,consecutive_neighbour,linear_temperature,1000,0.5,803.1202485250246,1000
nine_normal_groups,18,consecutive_neighbour,linear_temperature,1000,0.3,784.2839252231201,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,10,0.99,770.560377103109,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,10,0.9,842.9438073814831,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,10,0.8,930.8843206381787,128
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,10,0.5,909.4417269713086,590
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,10,0.3,858.3358823313481,520
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,100,0.99,571.2142399527461,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,100,0.9,647.0160076998883,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,100,0.8,593.3944651783414,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,100,0.5,598.5117133201549,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,100,0.3,595.6306600916598,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,1000,0.99,748.1436336205946,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,1000,0.9,833.0633636892601,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,1000,0.8,778.0817713719077,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,1000,0.5,776.6045739208867,1000
nine_normal_groups,18,consecutive_neighbour,logarytmic_temperature,1000,0.3,731.8072413245978,1000
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,10,0.99,869.198272217665,320
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,10,0.9,886.9806083062438,168
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,10,0.8,909.7608721861617,158
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,10,0.5,886.9806083062438,144
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,10,0.3,871.9656550477177,157
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,100,0.99,634.2275433107274,987
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,100,0.9,816.9570067253138,247
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,100,0.8,912.5445532936459,184
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,100,0.5,871.9656550477176,171
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,100,0.3,819.4714453068796,157
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,1000,0.99,600.3088997111845,692
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,1000,0.9,735.3792669929791,216
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,1000,0.8,761.1853302777063,180
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,1000,0.5,790.9816408758224,240
nine_normal_groups,18,consecutive_neighbour,exponentional_temperature,1000,0.3,906.7454388535103,137
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,10,0.99,522.2328951302479,250
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,10,0.9,450.54340019581576,504
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,10,0.8,521.8460792481676,387
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,10,0.5,455.3451498790887,494
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,10,0.3,496.85171228876624,465
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,100,0.99,387.0357542221622,792
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,100,0.9,503.88252950296993,711
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,100,0.8,486.1577781750025,688
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,100,0.5,524.7926070198522,495
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,100,0.3,385.62248726246986,918
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,1000,0.99,765.2145020845561,1000
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,1000,0.9,731.3943770435762,1000
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,1000,0.8,771.0761623344669,1000
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,1000,0.5,689.9908386759886,1000
nine_normal_groups,18,arbitrary_neighbour,linear_temperature,1000,0.3,701.5880804591275,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,10,0.99,526.2511080717316,862
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,10,0.9,437.4386614247795,852
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,10,0.8,327.7387786876569,666
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,10,0.5,320.8621089091626,398
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,10,0.3,507.3795701475775,595
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,100,0.99,319.9504865650317,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,100,0.9,393.31845499129275,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,100,0.8,335.14007861181443,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,100,0.5,332.1237964984299,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,100,0.3,387.5647767181085,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,1000,0.99,664.9300136257414,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,1000,0.9,651.8465942078668,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,1000,0.8,648.2502063549565,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,1000,0.5,720.2128882407095,1000
nine_normal_groups,18,arbitrary_neighbour,logarytmic_temperature,1000,0.3,780.2950962184525,1000
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,10,0.99,393.1541209751408,463
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,10,0.9,430.3477941218247,386
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,10,0.8,436.60279080456814,428
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,10,0.5,502.0094327366172,414
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,10,0.3,482.1753410358542,351
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,100,0.99,468.87208060959324,664
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,100,0.9,580.9043932611328,428
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,100,0.8,544.9651745839919,373
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,100,0.5,492.9171725874712,461
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,100,0.3,513.4773679237751,412
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,1000,0.99,473.8834744911391,1000
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,1000,0.9,385.0925470995128,338
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,1000,0.8,510.6684697264246,554
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,1000,0.5,507.50715966158276,386
nine_normal_groups,18,arbitrary_neighbour,exponentional_temperature,1000,0.3,532.5694868011688,378
nine_normal_groups,36,consecutive_neighbour,linear_temperature,10,0.99,1955.0039821967748,272
nine_normal_groups,36,consecutive_neighbour,linear_temperature,10,0.9,1781.8585942737739,346
nine_normal_groups,36,consecutive_neighbour,linear_temperature,10,0.8,1816.4579127453073,177
nine_normal_groups,36,consecutive_neighbour,linear_temperature,10,0.5,1850.3656545975523,201
nine_normal_groups,36,consecutive_neighbour,linear_temperature,10,0.3,1727.5330938101738,279
nine_normal_groups,36,consecutive_neighbour,linear_temperature,100,0.99,1655.5603283186258,296
nine_normal_groups,36,consecutive_neighbour,linear_temperature,100,0.9,1781.5469393013955,240
nine_normal_groups,36,consecutive_neighbour,linear_temperature,100,0.8,1656.8871860520442,269
nine_normal_groups,36,consecutive_neighbour,linear_temperature,100,0.5,1613.9292151838738,394
nine_normal_groups,36,consecutive_neighbour,linear_temperature,100,0.3,1496.523322215139,471
nine_normal_groups,36,consecutive_neighbour,linear_temperature,1000,0.99,1759.296323705957,1000
nine_normal_groups,36,consecutive_neighbour,linear_temperature,1000,0.9,1614.5191834521825,1000
nine_normal_groups,36,consecutive_neighbour,linear_temperature,1000,0.8,1694.5602311529608,1000
nine_normal_groups,36,consecutive_neighbour,linear_temperature,1000,0.5,1583.87408613605,1000
nine_normal_groups,36,consecutive_neighbour,linear_temperature,1000,0.3,1683.7176941710386,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,10,0.99,1525.1416281482664,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,10,0.9,1674.0734228515828,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,10,0.8,1874.7236209797045,922
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,10,0.5,1712.3325616309412,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,10,0.3,1917.2264747373738,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,100,0.99,1343.0665896747882,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,100,0.9,1320.0267140755357,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,100,0.8,1143.5655658806477,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,100,0.5,1352.0571589825943,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,100,0.3,1521.642135763395,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,1000,0.99,1651.475062105825,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,1000,0.9,1621.4855395733796,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,1000,0.8,1497.1207460350856,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,1000,0.5,1544.7067170709754,1000
nine_normal_groups,36,consecutive_neighbour,logarytmic_temperature,1000,0.3,1797.3344394324552,1000
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,10,0.99,1751.7146696272018,492
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,10,0.9,1896.1022544835848,207
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,10,0.8,1903.6061662152931,349
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,10,0.5,1810.9196227445166,229
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,10,0.3,1795.427505677619,194
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,100,0.99,1436.414067473529,666
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,100,0.9,1862.3114107794681,326
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,100,0.8,1750.6383785828882,287
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,100,0.5,1827.4053758922237,203
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,100,0.3,1847.6342954500817,275
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,1000,0.99,1475.2412036311496,1000
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,1000,0.9,1852.7464565977964,180
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,1000,0.8,1877.1047763540003,268
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,1000,0.5,1813.1516947308655,245
nine_normal_groups,36,consecutive_neighbour,exponentional_temperature,1000,0.3,1858.7417769751185,223
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,10,0.99,775.7050130962881,779
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,10,0.9,750.4384945147972,1000
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,10,0.8,711.0821857478658,774
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,10,0.5,714.0941874413293,1000
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,10,0.3,724.7494025334667,967
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,100,0.99,776.1307284276695,1000
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,100,0.9,907.7378894917987,717
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,100,0.8,814.9114954981027,656
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,100,0.5,867.018715384688,1000
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,100,0.3,797.7551847741515,1000
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,1000,0.99,1440.0874874326587,1000
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,1000,0.9,1644.4851077209794,1000
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,1000,0.8,1647.863081312276,1000
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,1000,0.5,1713.6847237211541,1000
nine_normal_groups,36,arbitrary_neighbour,linear_temperature,1000,0.3,1773.1155389604592,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,10,0.99,873.472920105197,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,10,0.9,696.5916397820026,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,10,0.8,812.749713611464,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,10,0.5,850.3851493615847,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,10,0.3,781.8010765636996,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,100,0.99,664.102885949131,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,100,0.9,717.4828665030992,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,100,0.8,721.058951080243,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,100,0.5,762.3597594248297,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,100,0.3,804.7495455877554,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,1000,0.99,1531.7745626040237,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,1000,0.9,1649.435489850966,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,1000,0.8,1563.7293278394163,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,1000,0.5,1627.3849935026353,1000
nine_normal_groups,36,arbitrary_neighbour,logarytmic_temperature,1000,0.3,1571.2027337182087,1000
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,10,0.99,726.4913714112059,831
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,10,0.9,822.9969635946794,883
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,10,0.8,824.8176897030868,660
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,10,0.5,837.4594574970616,1000
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,10,0.3,742.1647170754877,960
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,100,0.99,717.9778719774431,1000
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,100,0.9,803.6884649249932,1000
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,100,0.8,815.2584367585707,1000
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,100,0.5,850.761600023406,642
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,100,0.3,668.5304580528434,983
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,1000,0.99,848.225941881412,1000
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,1000,0.9,714.245345189639,1000
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,1000,0.8,722.6554830936715,1000
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,1000,0.5,755.3396135601772,1000
nine_normal_groups,36,arbitrary_neighbour,exponentional_temperature,1000,0.3,730.8061355241796,1000
